Track,TestCase,Matcher,Label Left,Comment Left,Type Left,URI Left,Relation,Confidence (Matcher),URI Right,Label Right,Comment Right,Type Right,Residual True Positive,Evaluation Result
anatomy_track,mouse-human-suite,LSMatch,"[""thyroid gland follicle""]",[],"[""owl:Class""]",http://mouse.owl#MA_0000726,=,0.0,http://human.owl#NCI_C33782,"[""Thyroid_Gland_Follicle""]",[],"[""owl:Class""]",false,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""palate""]",[],"[""owl:Class""]",http://mouse.owl#MA_0002476,=,1.0,http://human.owl#NCI_C12229,"[""Palate""]",[],"[""owl:Class""]",false,true positive
anatomy_track,mouse-human-suite,LSMatch,"[""basilar artery""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001920,=,0.0,http://human.owl#NCI_C12676,"[""Basilar_Artery""]",[],"[""owl:Class""]",false,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""superior vesical artery""]",[],"[""owl:Class""]",http://mouse.owl#MA_0002080,=,0.0,http://human.owl#NCI_C52686,"[""Superior_Vesical_Artery""]",[],"[""owl:Class""]",false,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""endometrium stroma""]",[],"[""owl:Class""]",http://mouse.owl#MA_0002734,=,0.0,http://human.owl#NCI_C32516,"[""Endometrial_Stroma""]",[],"[""owl:Class""]",true,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""lateral thoracic artery""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001989,=,0.0,http://human.owl#NCI_C52951,"[""Lateral_Thoracic_Artery""]",[],"[""owl:Class""]",false,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""bronchial vein""]",[],"[""owl:Class""]",http://mouse.owl#MA_0002088,=,0.0,http://human.owl#NCI_C53031,"[""Bronchial_Vein""]",[],"[""owl:Class""]",false,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""metacarpo-phalangeal joint""]",[],"[""owl:Class""]",http://mouse.owl#MA_0000453,=,0.0,http://human.owl#NCI_C33106,"[""Metacarpophalangeal_Joint""]",[],"[""owl:Class""]",false,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""adductor group (leg)""]",[],"[""owl:Class""]",http://mouse.owl#MA_0002267,=,0.0,http://human.owl#NCI_C53039,"[""Adductor_Group_of_the_Leg""]",[],"[""owl:Class""]",true,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""nasopharyngeal tonsil""]",[],"[""owl:Class""]",http://mouse.owl#MA_0000774,=,0.0,http://human.owl#NCI_C33318,"[""Pharyngeal_Tonsil""]",[],"[""owl:Class""]",true,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""afferent lymphatic vessel""]",[],"[""owl:Class""]",http://mouse.owl#MA_0000748,=,0.0,http://human.owl#NCI_C33026,"[""Lymph_Node_Afferent_Vessel""]",[],"[""owl:Class""]",true,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""rib 2""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001402,=,0.0,http://human.owl#NCI_C52766,"[""Rib_2""]",[],"[""owl:Class""]",false,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""upper eyelid""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001267,=,0.0,http://human.owl#NCI_C49581,"[""Upper_Eyelid""]",[],"[""owl:Class""]",false,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""maxilla""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001491,=,1.0,http://human.owl#NCI_C26470,"[""Maxilla""]",[],"[""owl:Class""]",false,true positive
anatomy_track,mouse-human-suite,LSMatch,"[""ciliary epithelium""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001238,=,0.0,http://human.owl#NCI_C32314,"[""Ciliary_Epithelium""]",[],"[""owl:Class""]",false,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""semispinalis thoracis""]",[],"[""owl:Class""]",http://mouse.owl#MA_0002374,=,0.0,http://human.owl#NCI_C53006,"[""Semispinalis_Thoracis""]",[],"[""owl:Class""]",false,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""inferior epigastric artery""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001978,=,0.0,http://human.owl#NCI_C52861,"[""Inferior_Epigastric_Artery""]",[],"[""owl:Class""]",false,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""esophagus muscularis mucosa""]",[],"[""owl:Class""]",http://mouse.owl#MA_0002681,=,0.0,http://human.owl#NCI_C32539,"[""Esophageal_Muscular_Coat""]",[],"[""owl:Class""]",true,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""endometrium""]",[],"[""owl:Class""]",http://mouse.owl#MA_0000390,=,0.0,http://human.owl#NCI_C12313,"[""Endometrium""]",[],"[""owl:Class""]",false,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""urethra""]",[],"[""owl:Class""]",http://mouse.owl#MA_0000379,=,0.0,http://human.owl#NCI_C12417,"[""Urethra""]",[],"[""owl:Class""]",false,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""xiphoid cartilage""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001884,=,0.0,http://human.owl#NCI_C33895,"[""Xiphoid_Process""]",[],"[""owl:Class""]",true,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""thymus lymphoid tissue""]",[],"[""owl:Class""]",http://mouse.owl#MA_0002673,=,0.0,http://human.owl#NCI_C38515,"[""Thymic_Lymphoid_Tissue""]",[],"[""owl:Class""]",true,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""brown fat""]",[],"[""owl:Class""]",http://mouse.owl#MA_0000057,=,0.0,http://human.owl#NCI_C32235,"[""Brown_Adipose_Tissue""]",[],"[""owl:Class""]",true,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""metacarpal bone digit 2""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001365,=,0.0,http://human.owl#NCI_C52795,"[""Metacarpal_Bone_Digit_2""]",[],"[""owl:Class""]",false,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""auditory system""]",[],"[""owl:Class""]",http://mouse.owl#MA_0002443,=,1.0,http://human.owl#NCI_C12889,"[""Auditory_System""]",[],"[""owl:Class""]",false,true positive
anatomy_track,mouse-human-suite,LSMatch,"[""posterior limiting lamina""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001246,=,0.0,http://human.owl#NCI_C32454,"[""Descemet_s_Membrane""]",[],"[""owl:Class""]",true,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""olfactory bulb""]",[],"[""owl:Class""]",http://mouse.owl#MA_0000194,=,1.0,http://human.owl#NCI_C28401,"[""Olfactory_Bulb""]",[],"[""owl:Class""]",false,true positive
anatomy_track,mouse-human-suite,LSMatch,"[""styloglossus""]",[],"[""owl:Class""]",http://mouse.owl#MA_0002387,=,0.0,http://human.owl#NCI_C53071,"[""Styloglossus""]",[],"[""owl:Class""]",false,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""nasal mucus""]",[],"[""owl:Class""]",http://mouse.owl#MA_0002535,=,0.0,http://human.owl#NCI_C52551,"[""Nasal_Mucus""]",[],"[""owl:Class""]",false,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""phrenic artery""]",[],"[""owl:Class""]",http://mouse.owl#MA_0002019,=,1.0,http://human.owl#NCI_C33320,"[""Phrenic_Artery""]",[],"[""owl:Class""]",false,true positive
anatomy_track,mouse-human-suite,LSMatch,"[""hypogastric nerve plexus""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001140,=,0.0,http://human.owl#NCI_C52831,"[""Hypogastric_Nerve_Plexus""]",[],"[""owl:Class""]",false,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""larynx epithelium""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001765,=,0.0,http://human.owl#NCI_C49247,"[""Laryngeal_Epithelium""]",[],"[""owl:Class""]",true,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""posterior communicating artery""]",[],"[""owl:Class""]",http://mouse.owl#MA_0002023,=,0.0,http://human.owl#NCI_C33357,"[""Posterior_Communicating_Artery""]",[],"[""owl:Class""]",false,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""ovary mature follicle""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001709,=,0.0,http://human.owl#NCI_C32692,"[""Graafian_Follicle""]",[],"[""owl:Class""]",true,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""trachea cartilage""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001857,=,1.0,http://human.owl#NCI_C49304,"[""Trachea_Cartilage""]",[],"[""owl:Class""]",false,true positive
anatomy_track,mouse-human-suite,LSMatch,"[""spinal nerve""]",[],"[""owl:Class""]",http://mouse.owl#MA_0000233,=,1.0,http://human.owl#NCI_C12792,"[""Spinal_Nerve""]",[],"[""owl:Class""]",false,true positive
anatomy_track,mouse-human-suite,LSMatch,"[""tunica vasculosa plexus""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001284,=,0.0,http://human.owl#NCI_C33823,"[""Tunica_Vasculosa""]",[],"[""owl:Class""]",true,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""middle phalanx of hand""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001394,=,0.9583333333333333,http://human.owl#NCI_C12863,"[""Middle_Phalanx_of_the_Hand""]",[],"[""owl:Class""]",true,true positive
anatomy_track,mouse-human-suite,LSMatch,"[""lens fiber""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001304,=,1.0,http://human.owl#NCI_C32976,"[""Lens_Fiber""]",[],"[""owl:Class""]",false,true positive
anatomy_track,mouse-human-suite,LSMatch,"[""bulbourethral gland""]",[],"[""owl:Class""]",http://mouse.owl#MA_0000401,=,0.0,http://human.owl#NCI_C32395,"[""Cowper_s_Gland""]",[],"[""owl:Class""]",true,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""suprarenal vein""]",[],"[""owl:Class""]",http://mouse.owl#MA_0002229,=,0.0,http://human.owl#NCI_C53129,"[""Suprarenal_Vein""]",[],"[""owl:Class""]",false,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""costal cartilage""]",[],"[""owl:Class""]",http://mouse.owl#MA_0000106,=,0.0,http://human.owl#NCI_C32391,"[""Costal_Cartilage""]",[],"[""owl:Class""]",false,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""venous system""]",[],"[""owl:Class""]",http://mouse.owl#MA_0002720,=,0.0,http://human.owl#NCI_C33858,"[""Venous_System""]",[],"[""owl:Class""]",false,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""cortical layer II""]",[],"[""owl:Class""]",http://mouse.owl#MA_0000898,=,0.0,http://human.owl#NCI_C32557,"[""External_Granular_Layer""]",[],"[""owl:Class""]",true,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""hamate""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001343,=,0.0,http://human.owl#NCI_C12860,"[""Hamate_Bone""]",[],"[""owl:Class""]",true,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""alveolar artery""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001913,=,0.0,http://human.owl#NCI_C52848,"[""Alveolar_Artery""]",[],"[""owl:Class""]",false,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""retina""]",[],"[""owl:Class""]",http://mouse.owl#MA_0000276,=,0.0,http://human.owl#NCI_C12343,"[""Retina""]",[],"[""owl:Class""]",false,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""sacral vertebra 3""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001436,=,0.0,http://human.owl#NCI_C33500,"[""S3_Vertebra""]",[],"[""owl:Class""]",true,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""gracilis""]",[],"[""owl:Class""]",http://mouse.owl#MA_0002311,=,0.0,http://human.owl#NCI_C52935,"[""Gracilis""]",[],"[""owl:Class""]",false,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""superior rectus extraocular muscle""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001282,=,0.0,http://human.owl#NCI_C33694,"[""Superior_Rectus_Muscle""]",[],"[""owl:Class""]",true,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""perineal artery""]",[],"[""owl:Class""]",http://mouse.owl#MA_0002017,=,0.0,http://human.owl#NCI_C52994,"[""Perineal_Artery""]",[],"[""owl:Class""]",false,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""duodenum""]",[],"[""owl:Class""]",http://mouse.owl#MA_0000338,=,1.0,http://human.owl#NCI_C12263,"[""Duodenum""]",[],"[""owl:Class""]",false,true positive
anatomy_track,mouse-human-suite,LSMatch,"[""urine""]",[],"[""owl:Class""]",http://mouse.owl#MA_0002545,=,1.0,http://human.owl#NCI_C13283,"[""Urine""]",[],"[""owl:Class""]",false,true positive
anatomy_track,mouse-human-suite,LSMatch,"[""vertebral vein""]",[],"[""owl:Class""]",http://mouse.owl#MA_0002262,=,0.0,http://human.owl#NCI_C53145,"[""Vertebral_Vein""]",[],"[""owl:Class""]",false,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""levator labii superioris""]",[],"[""owl:Class""]",http://mouse.owl#MA_0002333,=,0.0,http://human.owl#NCI_C53164,"[""Levator_Labii_Superioris""]",[],"[""owl:Class""]",false,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""crypt of lieberkuhn""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001535,=,0.0,http://human.owl#NCI_C32411,"[""Crypts_of_the_Lieberkuhn""]",[],"[""owl:Class""]",true,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""pharynx""]",[],"[""owl:Class""]",http://mouse.owl#MA_0000432,=,1.0,http://human.owl#NCI_C12425,"[""Pharynx""]",[],"[""owl:Class""]",false,true positive
anatomy_track,mouse-human-suite,LSMatch,"[""tectorial membrane""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001199,=,0.0,http://human.owl#NCI_C33740,"[""Tectorial_Membrane""]",[],"[""owl:Class""]",false,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""brainstem""]",[],"[""owl:Class""]",http://mouse.owl#MA_0000169,=,0.0,http://human.owl#NCI_C12441,"[""Brain_Stem""]",[],"[""owl:Class""]",true,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""hand phalanx""]",[],"[""owl:Class""]",http://mouse.owl#MA_0000306,=,0.0,http://human.owl#NCI_C12861,"[""Phalanx_of_the_Hand""]",[],"[""owl:Class""]",true,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""thoracic vertebra 6""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001443,=,0.0,http://human.owl#NCI_C33728,"[""T6_Vertebra""]",[],"[""owl:Class""]",true,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""blood vessel smooth muscle""]",[],"[""owl:Class""]",http://mouse.owl#MA_0000710,=,0.0,http://human.owl#NCI_C33853,"[""Vascular_Smooth_Muscle_Tissue""]",[],"[""owl:Class""]",true,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""intestine smooth muscle""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001539,=,0.0,http://human.owl#NCI_C49243,"[""Intestinal_Smooth_Muscle_Tissue""]",[],"[""owl:Class""]",true,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""axial skeleton""]",[],"[""owl:Class""]",http://mouse.owl#MA_0000308,=,1.0,http://human.owl#NCI_C32172,"[""Axial_Skeleton""]",[],"[""owl:Class""]",false,true positive
anatomy_track,mouse-human-suite,LSMatch,"[""cortical arch""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001650,=,0.0,http://human.owl#NCI_C32385,"[""Cortical_Arch""]",[],"[""owl:Class""]",false,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""endocrine gland""]",[],"[""owl:Class""]",http://mouse.owl#MA_0002563,=,0.0,http://human.owl#NCI_C12704,"[""Endocrine_Gland""]",[],"[""owl:Class""]",false,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""liver sinusoid""]",[],"[""owl:Class""]",http://mouse.owl#MA_0000367,=,0.0,http://human.owl#NCI_C32733,"[""Hepatic_Sinusoid""]",[],"[""owl:Class""]",true,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""vein endothelium""]",[],"[""owl:Class""]",http://mouse.owl#MA_0000712,=,0.0,http://human.owl#NCI_C49317,"[""Vein_Endothelium""]",[],"[""owl:Class""]",false,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""limb digit""]",[],"[""owl:Class""]",http://mouse.owl#MA_0000690,=,0.0,http://human.owl#NCI_C40186,"[""Digit""]",[],"[""owl:Class""]",true,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""thoracic vertebra 4""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001441,=,0.0,http://human.owl#NCI_C33726,"[""T4_Vertebra""]",[],"[""owl:Class""]",true,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""parotidoauricular""]",[],"[""owl:Class""]",http://mouse.owl#MA_0002352,=,0.0,http://human.owl#NCI_C52976,"[""Parotidoauricular""]",[],"[""owl:Class""]",false,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""peripheral nerve""]",[],"[""owl:Class""]",http://mouse.owl#MA_0000228,=,1.0,http://human.owl#NCI_C12768,"[""Peripheral_Nerve""]",[],"[""owl:Class""]",false,true positive
anatomy_track,mouse-human-suite,LSMatch,"[""sartorius""]",[],"[""owl:Class""]",http://mouse.owl#MA_0002368,=,0.0,http://human.owl#NCI_C33515,"[""Sartorius_Muscle""]",[],"[""owl:Class""]",true,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""right spermatic vein""]",[],"[""owl:Class""]",http://mouse.owl#MA_0002220,=,0.0,http://human.owl#NCI_C52697,"[""Right_Spermatic_Vein""]",[],"[""owl:Class""]",false,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""aortic valve""]",[],"[""owl:Class""]",http://mouse.owl#MA_0000087,=,0.0,http://human.owl#NCI_C12670,"[""Aortic_Valve""]",[],"[""owl:Class""]",false,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""third ventricle choroid plexus""]",[],"[""owl:Class""]",http://mouse.owl#MA_0000879,=,0.0,http://human.owl#NCI_C49782,"[""Choroid_Plexus_of_the_Third_Ventricle""]",[],"[""owl:Class""]",true,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""pancreatic duct""]",[],"[""owl:Class""]",http://mouse.owl#MA_0000124,=,0.0,http://human.owl#NCI_C12272,"[""Pancreatic_Duct""]",[],"[""owl:Class""]",false,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""foot digit 4 phalanx""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001384,=,0.0,http://human.owl#NCI_C52781,"[""Foot_Digit_4_Phalanx""]",[],"[""owl:Class""]",false,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""stomach cardiac region""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001609,=,0.0,http://human.owl#NCI_C12256,"[""Cardia""]",[],"[""owl:Class""]",true,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""infraspinatus""]",[],"[""owl:Class""]",http://mouse.owl#MA_0002323,=,0.0,http://human.owl#NCI_C32797,"[""Infraspinatus""]",[],"[""owl:Class""]",false,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""cochlear duct""]",[],"[""owl:Class""]",http://mouse.owl#MA_0000243,=,1.0,http://human.owl#NCI_C32335,"[""Cochlear_Duct""]",[],"[""owl:Class""]",false,true positive
anatomy_track,mouse-human-suite,LSMatch,"[""membranous urethra""]",[],"[""owl:Class""]",http://mouse.owl#MA_0002647,=,0.0,http://human.owl#NCI_C33091,"[""Membranous_Urethra""]",[],"[""owl:Class""]",false,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""epigastric artery""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001948,=,0.0,http://human.owl#NCI_C52860,"[""Epigastric_Artery""]",[],"[""owl:Class""]",false,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""internal iliac artery""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001974,=,0.0,http://human.owl#NCI_C32845,"[""Internal_Iliac_Artery""]",[],"[""owl:Class""]",false,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""palatine bone""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001495,=,1.0,http://human.owl#NCI_C52745,"[""Palatine_Bone""]",[],"[""owl:Class""]",false,true positive
anatomy_track,mouse-human-suite,LSMatch,"[""right common carotid artery""]",[],"[""owl:Class""]",http://mouse.owl#MA_0001928,=,0.0,http://human.owl#NCI_C33473,"[""Right_Common_Carotid_Artery""]",[],"[""owl:Class""]",false,false negative
anatomy_track,mouse-human-suite,LSMatch,"[""facial vein""]",[],"[""owl:Class""]",http://mouse.owl#MA_0002115,=,1.0,http://human.owl#NCI_C32579,"[""Facial_Vein""]",[],"[""owl:Class""]",false,true positive
anatomy_track,mouse-human-suite,LSMatch,"[""temporalis""]",[],"[""owl:Class""]",http://mouse.owl#MA_0002390,=,0.0,http://human.owl#NCI_C33743,"[""Temporal_Muscle""]",[],"[""owl:Class""]",true,false negative
